"Tissue","Quantile","Signature","Scale","Value"
"OV","80%","SBS19","genome",NA
"OV","85%","SBS19","genome",NA
"OV","90%","SBS19","genome",NA
"OV","95%","SBS19","genome",NA
"OV","5%","SBS19","exome",NA
"OV","10%","SBS19","exome",NA
"OV","15%","SBS19","exome",NA
"OV","20%","SBS19","exome",NA
"OV","25%","SBS19","exome",NA
"OV","30%","SBS19","exome",NA
"OV","35%","SBS19","exome",NA
"OV","40%","SBS19","exome",NA
"OV","45%","SBS19","exome",NA
"OV","50%","SBS19","exome",NA
"OV","55%","SBS19","exome",NA
"OV","60%","SBS19","exome",NA
"OV","65%","SBS19","exome",NA
"OV","70%","SBS19","exome",NA
"OV","75%","SBS19","exome",NA
"OV","80%","SBS19","exome",NA
"OV","85%","SBS19","exome",NA
"OV","90%","SBS19","exome",NA
"OV","95%","SBS19","exome",NA
"OV","5%","SBS20","genome",NA
"OV","10%","SBS20","genome",NA
"OV","15%","SBS20","genome",NA
"OV","20%","SBS20","genome",NA
"OV","25%","SBS20","genome",NA
"OV","30%","SBS20","genome",NA
"OV","35%","SBS20","genome",NA
"OV","40%","SBS20","genome",NA
"OV","45%","SBS20","genome",NA
"OV","50%","SBS20","genome",NA
"OV","55%","SBS20","genome",NA
"OV","60%","SBS20","genome",NA
"OV","65%","SBS20","genome",NA
"OV","70%","SBS20","genome",NA
"OV","75%","SBS20","genome",NA
"OV","80%","SBS20","genome",NA
"OV","85%","SBS20","genome",NA
"OV","90%","SBS20","genome",NA
"OV","95%","SBS20","genome",NA
"OV","5%","SBS20","exome",NA
"OV","10%","SBS20","exome",NA
"OV","15%","SBS20","exome",NA
"OV","20%","SBS20","exome",NA
"OV","25%","SBS20","exome",NA
"OV","30%","SBS20","exome",NA
"OV","35%","SBS20","exome",NA
"OV","40%","SBS20","exome",NA
"OV","45%","SBS20","exome",NA
"OV","50%","SBS20","exome",NA
"OV","55%","SBS20","exome",NA
"OV","60%","SBS20","exome",NA
"OV","65%","SBS20","exome",NA
"OV","70%","SBS20","exome",NA
"OV","75%","SBS20","exome",NA
"OV","80%","SBS20","exome",NA
"OV","85%","SBS20","exome",NA
"OV","90%","SBS20","exome",NA
"OV","95%","SBS20","exome",NA
"OV","5%","SBS21","genome",NA
"OV","10%","SBS21","genome",NA
"OV","15%","SBS21","genome",NA
"OV","20%","SBS21","genome",NA
"OV","25%","SBS21","genome",NA
"OV","30%","SBS21","genome",NA
"OV","35%","SBS21","genome",NA
"OV","40%","SBS21","genome",NA
"OV","45%","SBS21","genome",NA
"OV","50%","SBS21","genome",NA
"OV","55%","SBS21","genome",NA
"OV","60%","SBS21","genome",NA
"OV","65%","SBS21","genome",NA
"OV","70%","SBS21","genome",NA
"OV","75%","SBS21","genome",NA
"OV","80%","SBS21","genome",NA
"OV","85%","SBS21","genome",NA
"OV","90%","SBS21","genome",NA
"OV","95%","SBS21","genome",NA
"OV","5%","SBS21","exome",NA
"OV","10%","SBS21","exome",NA
"OV","15%","SBS21","exome",NA
"OV","20%","SBS21","exome",NA
"OV","25%","SBS21","exome",NA
"OV","30%","SBS21","exome",NA
"OV","35%","SBS21","exome",NA
"OV","40%","SBS21","exome",NA
"OV","45%","SBS21","exome",NA
"OV","50%","SBS21","exome",NA
"OV","55%","SBS21","exome",NA
"OV","60%","SBS21","exome",NA
"OV","65%","SBS21","exome",NA
"OV","70%","SBS21","exome",NA
"OV","75%","SBS21","exome",NA
"OV","80%","SBS21","exome",NA
"OV","85%","SBS21","exome",NA
"OV","90%","SBS21","exome",NA
"OV","95%","SBS21","exome",NA
"OV","5%","SBS22","genome",NA
"OV","10%","SBS22","genome",NA
"OV","15%","SBS22","genome",NA
"OV","20%","SBS22","genome",NA
"OV","25%","SBS22","genome",NA
"OV","30%","SBS22","genome",NA
"OV","35%","SBS22","genome",NA
"OV","40%","SBS22","genome",NA
"OV","45%","SBS22","genome",NA
"OV","50%","SBS22","genome",NA
"OV","55%","SBS22","genome",NA
"OV","60%","SBS22","genome",NA
"OV","65%","SBS22","genome",NA
"OV","70%","SBS22","genome",NA
"OV","75%","SBS22","genome",NA
"OV","80%","SBS22","genome",NA
"OV","85%","SBS22","genome",NA
"OV","90%","SBS22","genome",NA
"OV","95%","SBS22","genome",NA
"OV","5%","SBS22","exome",NA
"OV","10%","SBS22","exome",NA
"OV","15%","SBS22","exome",NA
"OV","20%","SBS22","exome",NA
"OV","25%","SBS22","exome",NA
"OV","30%","SBS22","exome",NA
"OV","35%","SBS22","exome",NA
"OV","40%","SBS22","exome",NA
"OV","45%","SBS22","exome",NA
"OV","50%","SBS22","exome",NA
"OV","55%","SBS22","exome",NA
"OV","60%","SBS22","exome",NA
"OV","65%","SBS22","exome",NA
"OV","70%","SBS22","exome",NA
"OV","75%","SBS22","exome",NA
"OV","80%","SBS22","exome",NA
"OV","85%","SBS22","exome",NA
"OV","90%","SBS22","exome",NA
"OV","95%","SBS22","exome",NA
"OV","5%","SBS23","genome",NA
"OV","10%","SBS23","genome",NA
"OV","15%","SBS23","genome",NA
"OV","20%","SBS23","genome",NA
"OV","25%","SBS23","genome",NA
"OV","30%","SBS23","genome",NA
"OV","35%","SBS23","genome",NA
"OV","40%","SBS23","genome",NA
"OV","45%","SBS23","genome",NA
"OV","50%","SBS23","genome",NA
"OV","55%","SBS23","genome",NA
"OV","60%","SBS23","genome",NA
"OV","65%","SBS23","genome",NA
"OV","70%","SBS23","genome",NA
"OV","75%","SBS23","genome",NA
"OV","80%","SBS23","genome",NA
"OV","85%","SBS23","genome",NA
"OV","90%","SBS23","genome",NA
"OV","95%","SBS23","genome",NA
"OV","5%","SBS23","exome",NA
"OV","10%","SBS23","exome",NA
"OV","15%","SBS23","exome",NA
"OV","20%","SBS23","exome",NA
"OV","25%","SBS23","exome",NA
"OV","30%","SBS23","exome",NA
"OV","35%","SBS23","exome",NA
"OV","40%","SBS23","exome",NA
"OV","45%","SBS23","exome",NA
"OV","50%","SBS23","exome",NA
"OV","55%","SBS23","exome",NA
"OV","60%","SBS23","exome",NA
"OV","65%","SBS23","exome",NA
"OV","70%","SBS23","exome",NA
"OV","75%","SBS23","exome",NA
"OV","80%","SBS23","exome",NA
"OV","85%","SBS23","exome",NA
"OV","90%","SBS23","exome",NA
"OV","95%","SBS23","exome",NA
"OV","5%","SBS24","genome",NA
"OV","10%","SBS24","genome",NA
"OV","15%","SBS24","genome",NA
"OV","20%","SBS24","genome",NA
"OV","25%","SBS24","genome",NA
"OV","30%","SBS24","genome",NA
"OV","35%","SBS24","genome",NA
"OV","40%","SBS24","genome",NA
"OV","45%","SBS24","genome",NA
"OV","50%","SBS24","genome",NA
"OV","55%","SBS24","genome",NA
"OV","60%","SBS24","genome",NA
"OV","65%","SBS24","genome",NA
"OV","70%","SBS24","genome",NA
"OV","75%","SBS24","genome",NA
"OV","80%","SBS24","genome",NA
"OV","85%","SBS24","genome",NA
"OV","90%","SBS24","genome",NA
"OV","95%","SBS24","genome",NA
"OV","5%","SBS24","exome",NA
"OV","10%","SBS24","exome",NA
"OV","15%","SBS24","exome",NA
"OV","20%","SBS24","exome",NA
"OV","25%","SBS24","exome",NA
"OV","30%","SBS24","exome",NA
"OV","35%","SBS24","exome",NA
"OV","40%","SBS24","exome",NA
"OV","45%","SBS24","exome",NA
"OV","50%","SBS24","exome",NA
"OV","55%","SBS24","exome",NA
"OV","60%","SBS24","exome",NA
"OV","65%","SBS24","exome",NA
"OV","70%","SBS24","exome",NA
"OV","75%","SBS24","exome",NA
"OV","80%","SBS24","exome",NA
"OV","85%","SBS24","exome",NA
"OV","90%","SBS24","exome",NA
"OV","95%","SBS24","exome",NA
"OV","5%","SBS26","genome",339.22
"OV","10%","SBS26","genome",339.22
"OV","15%","SBS26","genome",339.22
"OV","20%","SBS26","genome",339.22
"OV","25%","SBS26","genome",339.22
"OV","30%","SBS26","genome",339.22
"OV","35%","SBS26","genome",339.22
"OV","40%","SBS26","genome",339.22
"OV","45%","SBS26","genome",339.22
"OV","50%","SBS26","genome",339.22
"OV","55%","SBS26","genome",339.22
"OV","60%","SBS26","genome",339.22
"OV","65%","SBS26","genome",339.22
"OV","70%","SBS26","genome",339.22
"OV","75%","SBS26","genome",339.22
"OV","80%","SBS26","genome",339.22
"OV","85%","SBS26","genome",339.22
"OV","90%","SBS26","genome",339.22
"OV","95%","SBS26","genome",339.22
"OV","5%","SBS26","exome",NA
"OV","10%","SBS26","exome",NA
"OV","15%","SBS26","exome",NA
"OV","20%","SBS26","exome",NA
"OV","25%","SBS26","exome",NA
"OV","30%","SBS26","exome",NA
"OV","35%","SBS26","exome",NA
"OV","40%","SBS26","exome",NA
"OV","45%","SBS26","exome",NA
"OV","50%","SBS26","exome",NA
"OV","55%","SBS26","exome",NA
"OV","60%","SBS26","exome",NA
"OV","65%","SBS26","exome",NA
"OV","70%","SBS26","exome",NA
"OV","75%","SBS26","exome",NA
"OV","80%","SBS26","exome",NA
"OV","85%","SBS26","exome",NA
"OV","90%","SBS26","exome",NA
"OV","95%","SBS26","exome",NA
"OV","5%","SBS28","genome",NA
"OV","10%","SBS28","genome",NA
"OV","15%","SBS28","genome",NA
"OV","20%","SBS28","genome",NA
"OV","25%","SBS28","genome",NA
"OV","30%","SBS28","genome",NA
"OV","35%","SBS28","genome",NA
"OV","40%","SBS28","genome",NA
"OV","45%","SBS28","genome",NA
"OV","50%","SBS28","genome",NA
"OV","55%","SBS28","genome",NA
"OV","60%","SBS28","genome",NA
"OV","65%","SBS28","genome",NA
"OV","70%","SBS28","genome",NA
"OV","75%","SBS28","genome",NA
"OV","80%","SBS28","genome",NA
"OV","85%","SBS28","genome",NA
"OV","90%","SBS28","genome",NA
"OV","95%","SBS28","genome",NA
"OV","5%","SBS28","exome",NA
"OV","10%","SBS28","exome",NA
"OV","15%","SBS28","exome",NA
"OV","20%","SBS28","exome",NA
"OV","25%","SBS28","exome",NA
"OV","30%","SBS28","exome",NA
"OV","35%","SBS28","exome",NA
"OV","40%","SBS28","exome",NA
"OV","45%","SBS28","exome",NA
"OV","50%","SBS28","exome",NA
"OV","55%","SBS28","exome",NA
"OV","60%","SBS28","exome",NA
"OV","65%","SBS28","exome",NA
"OV","70%","SBS28","exome",NA
"OV","75%","SBS28","exome",NA
"OV","80%","SBS28","exome",NA
"OV","85%","SBS28","exome",NA
"OV","90%","SBS28","exome",NA
"OV","95%","SBS28","exome",NA
"OV","5%","SBS29","genome",NA
"OV","10%","SBS29","genome",NA
"OV","15%","SBS29","genome",NA
"OV","20%","SBS29","genome",NA
"OV","25%","SBS29","genome",NA
"OV","30%","SBS29","genome",NA
"OV","35%","SBS29","genome",NA
"OV","40%","SBS29","genome",NA
"OV","45%","SBS29","genome",NA
"OV","50%","SBS29","genome",NA
"OV","55%","SBS29","genome",NA
"OV","60%","SBS29","genome",NA
"OV","65%","SBS29","genome",NA
"OV","70%","SBS29","genome",NA
"OV","75%","SBS29","genome",NA
"OV","80%","SBS29","genome",NA
"OV","85%","SBS29","genome",NA
"OV","90%","SBS29","genome",NA
"OV","95%","SBS29","genome",NA
"OV","5%","SBS29","exome",NA
"OV","10%","SBS29","exome",NA
"OV","15%","SBS29","exome",NA
"OV","20%","SBS29","exome",NA
"OV","25%","SBS29","exome",NA
"OV","30%","SBS29","exome",NA
"OV","35%","SBS29","exome",NA
"OV","40%","SBS29","exome",NA
"OV","45%","SBS29","exome",NA
"OV","50%","SBS29","exome",NA
"OV","55%","SBS29","exome",NA
"OV","60%","SBS29","exome",NA
"OV","65%","SBS29","exome",NA
"OV","70%","SBS29","exome",NA
"OV","75%","SBS29","exome",NA
"OV","80%","SBS29","exome",NA
"OV","85%","SBS29","exome",NA
"OV","90%","SBS29","exome",NA
"OV","95%","SBS29","exome",NA
"OV","5%","SBS30","genome",NA
"OV","10%","SBS30","genome",NA
"OV","15%","SBS30","genome",NA
"OV","20%","SBS30","genome",NA
"OV","25%","SBS30","genome",NA
"OV","30%","SBS30","genome",NA
"OV","35%","SBS30","genome",NA
"OV","40%","SBS30","genome",NA
"OV","45%","SBS30","genome",NA
"OV","50%","SBS30","genome",NA
"OV","55%","SBS30","genome",NA
"OV","60%","SBS30","genome",NA
"OV","65%","SBS30","genome",NA
"OV","70%","SBS30","genome",NA
"OV","75%","SBS30","genome",NA
"OV","80%","SBS30","genome",NA
"OV","85%","SBS30","genome",NA
"OV","90%","SBS30","genome",NA
"OV","95%","SBS30","genome",NA
"OV","5%","SBS30","exome",NA
"OV","10%","SBS30","exome",NA
"OV","15%","SBS30","exome",NA
"OV","20%","SBS30","exome",NA
"OV","25%","SBS30","exome",NA
"OV","30%","SBS30","exome",NA
"OV","35%","SBS30","exome",NA
"OV","40%","SBS30","exome",NA
"OV","45%","SBS30","exome",NA
"OV","50%","SBS30","exome",NA
"OV","55%","SBS30","exome",NA
"OV","60%","SBS30","exome",NA
"OV","65%","SBS30","exome",NA
"OV","70%","SBS30","exome",NA
"OV","75%","SBS30","exome",NA
"OV","80%","SBS30","exome",NA
"OV","85%","SBS30","exome",NA
"OV","90%","SBS30","exome",NA
"OV","95%","SBS30","exome",NA
"OV","5%","SBS31","genome",NA
"OV","10%","SBS31","genome",NA
"OV","15%","SBS31","genome",NA
"OV","20%","SBS31","genome",NA
"OV","25%","SBS31","genome",NA
"OV","30%","SBS31","genome",NA
"OV","35%","SBS31","genome",NA
"OV","40%","SBS31","genome",NA
"OV","45%","SBS31","genome",NA
"OV","50%","SBS31","genome",NA
"OV","55%","SBS31","genome",NA
"OV","60%","SBS31","genome",NA
"OV","65%","SBS31","genome",NA
"OV","70%","SBS31","genome",NA
"OV","75%","SBS31","genome",NA
"OV","80%","SBS31","genome",NA
"OV","85%","SBS31","genome",NA
"OV","90%","SBS31","genome",NA
"OV","95%","SBS31","genome",NA
"OV","5%","SBS31","exome",NA
"OV","10%","SBS31","exome",NA
"OV","15%","SBS31","exome",NA
"OV","20%","SBS31","exome",NA
"OV","25%","SBS31","exome",NA
"OV","30%","SBS31","exome",NA
"OV","35%","SBS31","exome",NA
"OV","40%","SBS31","exome",NA
"OV","45%","SBS31","exome",NA
"OV","50%","SBS31","exome",NA
"OV","55%","SBS31","exome",NA
"OV","60%","SBS31","exome",NA
"OV","65%","SBS31","exome",NA
"OV","70%","SBS31","exome",NA
"OV","75%","SBS31","exome",NA
"OV","80%","SBS31","exome",NA
"OV","85%","SBS31","exome",NA
"OV","90%","SBS31","exome",NA
"OV","95%","SBS31","exome",NA
"OV","5%","SBS32","genome",NA
"OV","10%","SBS32","genome",NA
"OV","15%","SBS32","genome",NA
"OV","20%","SBS32","genome",NA
"OV","25%","SBS32","genome",NA
"OV","30%","SBS32","genome",NA
"OV","35%","SBS32","genome",NA
"OV","40%","SBS32","genome",NA
"OV","45%","SBS32","genome",NA
"OV","50%","SBS32","genome",NA
"OV","55%","SBS32","genome",NA
"OV","60%","SBS32","genome",NA
"OV","65%","SBS32","genome",NA
"OV","70%","SBS32","genome",NA
"OV","75%","SBS32","genome",NA
"OV","80%","SBS32","genome",NA
"OV","85%","SBS32","genome",NA
"OV","90%","SBS32","genome",NA
"OV","95%","SBS32","genome",NA
"OV","5%","SBS32","exome",NA
"OV","10%","SBS32","exome",NA
"OV","15%","SBS32","exome",NA
"OV","20%","SBS32","exome",NA
"OV","25%","SBS32","exome",NA
"OV","30%","SBS32","exome",NA
"OV","35%","SBS32","exome",NA
"OV","40%","SBS32","exome",NA
"OV","45%","SBS32","exome",NA
"OV","50%","SBS32","exome",NA
"OV","55%","SBS32","exome",NA
"OV","60%","SBS32","exome",NA
"OV","65%","SBS32","exome",NA
"OV","70%","SBS32","exome",NA
"OV","75%","SBS32","exome",NA
"OV","80%","SBS32","exome",NA
"OV","85%","SBS32","exome",NA
"OV","90%","SBS32","exome",NA
"OV","95%","SBS32","exome",NA
"OV","5%","SBS33","genome",NA
"OV","10%","SBS33","genome",NA
"OV","15%","SBS33","genome",NA
"OV","20%","SBS33","genome",NA
"OV","25%","SBS33","genome",NA
"OV","30%","SBS33","genome",NA
"OV","35%","SBS33","genome",NA
"OV","40%","SBS33","genome",NA
"OV","45%","SBS33","genome",NA
"OV","50%","SBS33","genome",NA
"OV","55%","SBS33","genome",NA
"OV","60%","SBS33","genome",NA
"OV","65%","SBS33","genome",NA
"OV","70%","SBS33","genome",NA
"OV","75%","SBS33","genome",NA
"OV","80%","SBS33","genome",NA
"OV","85%","SBS33","genome",NA
"OV","90%","SBS33","genome",NA
"OV","95%","SBS33","genome",NA
"OV","5%","SBS33","exome",NA
"OV","10%","SBS33","exome",NA
"OV","15%","SBS33","exome",NA
"OV","20%","SBS33","exome",NA
"OV","25%","SBS33","exome",NA
"OV","30%","SBS33","exome",NA
"OV","35%","SBS33","exome",NA
"OV","40%","SBS33","exome",NA
"OV","45%","SBS33","exome",NA
"OV","50%","SBS33","exome",NA
"OV","55%","SBS33","exome",NA
"OV","60%","SBS33","exome",NA
"OV","65%","SBS33","exome",NA
"OV","70%","SBS33","exome",NA
"OV","75%","SBS33","exome",NA
"OV","80%","SBS33","exome",NA
"OV","85%","SBS33","exome",NA
"OV","90%","SBS33","exome",NA
"OV","95%","SBS33","exome",NA
"OV","5%","SBS34","genome",NA
"OV","10%","SBS34","genome",NA
"OV","15%","SBS34","genome",NA
"OV","20%","SBS34","genome",NA
"OV","25%","SBS34","genome",NA
"OV","30%","SBS34","genome",NA
"OV","35%","SBS34","genome",NA
"OV","40%","SBS34","genome",NA
"OV","45%","SBS34","genome",NA
"OV","50%","SBS34","genome",NA
"OV","55%","SBS34","genome",NA
"OV","60%","SBS34","genome",NA
"OV","65%","SBS34","genome",NA
"OV","70%","SBS34","genome",NA
"OV","75%","SBS34","genome",NA
"OV","80%","SBS34","genome",NA
"OV","85%","SBS34","genome",NA
"OV","90%","SBS34","genome",NA
"OV","95%","SBS34","genome",NA
"OV","5%","SBS34","exome",NA
"OV","10%","SBS34","exome",NA
"OV","15%","SBS34","exome",NA
"OV","20%","SBS34","exome",NA
"OV","25%","SBS34","exome",NA
"OV","30%","SBS34","exome",NA
"OV","35%","SBS34","exome",NA
"OV","40%","SBS34","exome",NA
"OV","45%","SBS34","exome",NA
"OV","50%","SBS34","exome",NA
"OV","55%","SBS34","exome",NA
"OV","60%","SBS34","exome",NA
"OV","65%","SBS34","exome",NA
"OV","70%","SBS34","exome",NA
"OV","75%","SBS34","exome",NA
"OV","80%","SBS34","exome",NA
"OV","85%","SBS34","exome",NA
"OV","90%","SBS34","exome",NA
"OV","95%","SBS34","exome",NA
"OV","5%","SBS35","genome",21.44
"OV","10%","SBS35","genome",21.44
"OV","15%","SBS35","genome",21.44
"OV","20%","SBS35","genome",21.44
"OV","25%","SBS35","genome",21.44
"OV","30%","SBS35","genome",21.44
"OV","35%","SBS35","genome",21.44
"OV","40%","SBS35","genome",21.44
"OV","45%","SBS35","genome",21.44
"OV","50%","SBS35","genome",21.44
"OV","55%","SBS35","genome",21.44
"OV","60%","SBS35","genome",21.44
"OV","65%","SBS35","genome",21.44
"OV","70%","SBS35","genome",21.44
"OV","75%","SBS35","genome",21.44
"OV","80%","SBS35","genome",21.44
"OV","85%","SBS35","genome",21.44
"OV","90%","SBS35","genome",21.44
"OV","95%","SBS35","genome",21.44
"OV","5%","SBS35","exome",NA
"OV","10%","SBS35","exome",NA
"OV","15%","SBS35","exome",NA
"OV","20%","SBS35","exome",NA
"OV","25%","SBS35","exome",NA
"OV","30%","SBS35","exome",NA
"OV","35%","SBS35","exome",NA
"OV","40%","SBS35","exome",NA
"OV","45%","SBS35","exome",NA
"OV","50%","SBS35","exome",NA
"OV","55%","SBS35","exome",NA
"OV","60%","SBS35","exome",NA
"OV","65%","SBS35","exome",NA
"OV","70%","SBS35","exome",NA
"OV","75%","SBS35","exome",NA
"OV","80%","SBS35","exome",NA
"OV","85%","SBS35","exome",NA
"OV","90%","SBS35","exome",NA
"OV","95%","SBS35","exome",NA
"OV","5%","SBS36","genome",NA
"OV","10%","SBS36","genome",NA
"OV","15%","SBS36","genome",NA
"OV","20%","SBS36","genome",NA
"OV","25%","SBS36","genome",NA
"OV","30%","SBS36","genome",NA
"OV","35%","SBS36","genome",NA
"OV","40%","SBS36","genome",NA
"OV","45%","SBS36","genome",NA
"OV","50%","SBS36","genome",NA
"OV","55%","SBS36","genome",NA
"OV","60%","SBS36","genome",NA
"OV","65%","SBS36","genome",NA
"OV","70%","SBS36","genome",NA
"OV","75%","SBS36","genome",NA
"OV","80%","SBS36","genome",NA
"OV","85%","SBS36","genome",NA
"OV","90%","SBS36","genome",NA
"OV","95%","SBS36","genome",NA
"OV","5%","SBS36","exome",NA
"OV","10%","SBS36","exome",NA
"OV","15%","SBS36","exome",NA
"OV","20%","SBS36","exome",NA
"OV","25%","SBS36","exome",NA
"OV","30%","SBS36","exome",NA
"OV","35%","SBS36","exome",NA
"OV","40%","SBS36","exome",NA
"OV","45%","SBS36","exome",NA
"OV","50%","SBS36","exome",NA
"OV","55%","SBS36","exome",NA
"OV","60%","SBS36","exome",NA
"OV","65%","SBS36","exome",NA
"OV","70%","SBS36","exome",NA
"OV","75%","SBS36","exome",NA
"OV","80%","SBS36","exome",NA
"OV","85%","SBS36","exome",NA
"OV","90%","SBS36","exome",NA
"OV","95%","SBS36","exome",NA
"OV","5%","SBS37","genome",NA
"OV","10%","SBS37","genome",NA
"OV","15%","SBS37","genome",NA
"OV","20%","SBS37","genome",NA
"OV","25%","SBS37","genome",NA
"OV","30%","SBS37","genome",NA
"OV","35%","SBS37","genome",NA
"OV","40%","SBS37","genome",NA
"OV","45%","SBS37","genome",NA
"OV","50%","SBS37","genome",NA
"OV","55%","SBS37","genome",NA
"OV","60%","SBS37","genome",NA
"OV","65%","SBS37","genome",NA
"OV","70%","SBS37","genome",NA
"OV","75%","SBS37","genome",NA
"OV","80%","SBS37","genome",NA
"OV","85%","SBS37","genome",NA
"OV","90%","SBS37","genome",NA
"OV","95%","SBS37","genome",NA
"OV","5%","SBS37","exome",NA
"OV","10%","SBS37","exome",NA
"OV","15%","SBS37","exome",NA
"OV","20%","SBS37","exome",NA
"OV","25%","SBS37","exome",NA
"OV","30%","SBS37","exome",NA
"OV","35%","SBS37","exome",NA
"OV","40%","SBS37","exome",NA
"OV","45%","SBS37","exome",NA
"OV","50%","SBS37","exome",NA
"OV","55%","SBS37","exome",NA
"OV","60%","SBS37","exome",NA
"OV","65%","SBS37","exome",NA
"OV","70%","SBS37","exome",NA
"OV","75%","SBS37","exome",NA
"OV","80%","SBS37","exome",NA
"OV","85%","SBS37","exome",NA
"OV","90%","SBS37","exome",NA
"OV","95%","SBS37","exome",NA
"OV","5%","SBS38","genome",NA
"OV","10%","SBS38","genome",NA
"OV","15%","SBS38","genome",NA
"OV","20%","SBS38","genome",NA
"OV","25%","SBS38","genome",NA
"OV","30%","SBS38","genome",NA
"OV","35%","SBS38","genome",NA
"OV","40%","SBS38","genome",NA
"OV","45%","SBS38","genome",NA
"OV","50%","SBS38","genome",NA
"OV","55%","SBS38","genome",NA
"OV","60%","SBS38","genome",NA
"OV","65%","SBS38","genome",NA
"OV","70%","SBS38","genome",NA
"OV","75%","SBS38","genome",NA
"OV","80%","SBS38","genome",NA
"OV","85%","SBS38","genome",NA
"OV","90%","SBS38","genome",NA
"OV","95%","SBS38","genome",NA
"OV","5%","SBS38","exome",40.86
"OV","10%","SBS38","exome",40.86
"OV","15%","SBS38","exome",40.86
"OV","20%","SBS38","exome",40.86
"OV","25%","SBS38","exome",40.86
"OV","30%","SBS38","exome",40.86
"OV","35%","SBS38","exome",40.86
"OV","40%","SBS38","exome",40.86
"OV","45%","SBS38","exome",40.86
"OV","50%","SBS38","exome",40.86
"OV","55%","SBS38","exome",40.86
"OV","60%","SBS38","exome",40.86
"OV","65%","SBS38","exome",40.86
"OV","70%","SBS38","exome",40.86
"OV","75%","SBS38","exome",40.86
"OV","80%","SBS38","exome",40.86
"OV","85%","SBS38","exome",40.86
"OV","90%","SBS38","exome",40.86
"OV","95%","SBS38","exome",40.86
"OV","5%","SBS39","genome",24.04
"OV","10%","SBS39","genome",24.3
"OV","15%","SBS39","genome",24.56
"OV","20%","SBS39","genome",24.82
"OV","25%","SBS39","genome",24.935
"OV","30%","SBS39","genome",25.05
"OV","35%","SBS39","genome",25.165
"OV","40%","SBS39","genome",25.28
"OV","45%","SBS39","genome",25.495
"OV","50%","SBS39","genome",25.71
"OV","55%","SBS39","genome",25.925
"OV","60%","SBS39","genome",26.14
"OV","65%","SBS39","genome",30.03
"OV","70%","SBS39","genome",33.92
"OV","75%","SBS39","genome",37.81
"OV","80%","SBS39","genome",41.7
"OV","85%","SBS39","genome",44.16
"OV","90%","SBS39","genome",46.62
"OV","95%","SBS39","genome",49.08
"OV","5%","SBS39","exome",NA
"OV","10%","SBS39","exome",NA
"OV","15%","SBS39","exome",NA
"OV","20%","SBS39","exome",NA
"OV","25%","SBS39","exome",NA
"OV","30%","SBS39","exome",NA
"OV","35%","SBS39","exome",NA
"OV","40%","SBS39","exome",NA
"OV","45%","SBS39","exome",NA
"OV","50%","SBS39","exome",NA
"OV","55%","SBS39","exome",NA
"OV","60%","SBS39","exome",NA
"OV","65%","SBS39","exome",NA
"OV","70%","SBS39","exome",NA
"OV","75%","SBS39","exome",NA
"OV","80%","SBS39","exome",NA
"OV","85%","SBS39","exome",NA
"OV","90%","SBS39","exome",NA
